date,spx,dax,ftse,nikkei
2025-04-01,5633.06982421875,22539.98046875,8634.7998046875,35624.48046875
2025-04-02,5670.97021484375,22390.83984375,8608.5,35725.87109375
2025-04-03,5396.52001953125,21717.390625,8474.7001953125,34735.9296875
2025-04-04,5074.080078125,20641.720703125,8055.0,33780.578125
2025-04-07,5062.25,19789.619140625,7702.10009765625,31136.580078125
2025-04-08,4982.77001953125,20280.259765625,7910.5,33012.578125
2025-04-09,5456.89990234375,19670.880859375,7679.5,31714.029296875
2025-04-10,5268.0498046875,20562.73046875,7913.2998046875,34609.0
2025-04-11,5363.35986328125,20374.099609375,7964.2001953125,33585.578125
2025-04-14,5405.97021484375,20954.830078125,8134.2998046875,33982.359375
